Supercluster,Cluster,ClusterGroup,Neuron,idid,Gene name,Driver,Sex,Raw score,Normalised score,,
XVIII,22,21,fru-M-700056,1363,FruMARCM-M000873_seg001,fru-Gal4,M,38640.41,0.62,,
XVIII,22,21,fru-M-100071,1432,FruMARCM-M000943_seg001,fru-Gal4,M,39590.41,0.71,,
XVIII,22,21,fru-M-500016,1849,FruMARCM-M000359_seg001,fru-Gal4,M,38416.7,0.67,,
XVIII,22,21,fru-M-200030,2425,FruMARCM-M000145_seg002,fru-Gal4,M,38998.54,0.67,,
XVIII,30,21,fru-M-000203,332,FruMARCM-M002554_seg001,fru-Gal4,M,45215.24,1,,
XVIII,30,21,fru-M-500158,547,FruMARCM-M001684_seg001,fru-Gal4,M,29072.48,0.63,,
XVIII,30,21,fru-M-800073,614,FruMARCM-M001802_seg001,fru-Gal4,M,30818.71,0.7,,
XVIII,30,21,fru-M-100182,829,FruMARCM-M002033_seg001,fru-Gal4,M,30949.3,0.69,,
XVIII,30,21,fru-M-500056,1703,FruMARCM-M000856_seg001,fru-Gal4,M,30525.2,0.66,,
XVIII,30,21,fru-M-500044,1970,FruMARCM-M000616_seg002,fru-Gal4,M,27314.91,0.68,,
XVIII,81,21,fru-M-100203,914,FruMARCM-M002175_seg001,fru-Gal4,M,26502.74,1,,
XVIII,81,21,fru-M-000167,43,FruMARCM-M002238_seg001,fru-Gal4,M,19698.52,0.74,,
XVIII,81,21,fru-M-100206,57,FruMARCM-M002253_seg001,fru-Gal4,M,19130.25,0.72,,
XVIII,81,21,fru-M-800092,82,FruMARCM-M002281_seg001,fru-Gal4,M,20151.34,0.72,,
XVIII,81,21,fru-M-500231,154,FruMARCM-M002377_seg004,fru-Gal4,M,17320.7,0.69,,
XVIII,81,21,fru-M-200295,255,FruMARCM-M002482_seg001,fru-Gal4,M,20602.62,0.75,,
XVIII,81,21,fru-M-500238,338,FruMARCM-M002572_seg001,fru-Gal4,M,20054.73,0.76,,
XVIII,81,21,fru-M-500160,412,FruMARCM-M001716_seg001,fru-Gal4,M,18340.26,0.66,,
XVIII,81,21,fru-M-300195,513,FruMARCM-M001616_seg001,fru-Gal4,M,19830.58,0.72,,
XVIII,81,21,fru-M-900040,599,FruMARCM-M001791_seg001,fru-Gal4,M,20160.49,0.75,,
XVIII,81,21,fru-M-200228,667,FruMARCM-M001874_seg001,fru-Gal4,M,19919.61,0.75,,
XVIII,81,21,fru-M-000128,734,FruMARCM-M001945_seg002,fru-Gal4,M,19847.47,0.75,,
XVIII,81,21,fru-M-500198,764,FruMARCM-M001978_seg001,fru-Gal4,M,20780.17,0.75,,
XVIII,81,21,fru-M-200241,852,FruMARCM-M002103_seg001,fru-Gal4,M,20496.71,0.74,,
XVIII,81,21,fru-M-700135,886,FruMARCM-M002156_seg001,fru-Gal4,M,20390.72,0.71,,
XVIII,81,21,fru-M-200145,967,FruMARCM-M001144_seg001,fru-Gal4,M,19750.21,0.73,,
XVIII,81,21,fru-M-300122,969,FruMARCM-M001145_seg001,fru-Gal4,M,17909.83,0.71,,
XVIII,81,21,fru-M-500107,1019,FruMARCM-M001203_seg001,fru-Gal4,M,19173.71,0.73,,
XVIII,81,21,fru-M-200177,1199,FruMARCM-M001378_seg002,fru-Gal4,M,19923.17,0.77,,
XVIII,81,21,fru-M-400107,1343,FruMARCM-M001095_seg001,fru-Gal4,M,19732.14,0.68,,
XVIII,81,21,fru-M-500075,1389,FruMARCM-M000893_seg001,fru-Gal4,M,19485.19,0.73,,
XVIII,81,21,fru-M-200098,1451,FruMARCM-M001018_seg002,fru-Gal4,M,18814.44,0.72,,
XVIII,81,21,fru-M-200103,1482,FruMARCM-M001039_seg001,fru-Gal4,M,18156.08,0.72,,
XVIII,81,21,fru-M-300111,1494,FruMARCM-M001047_seg001,fru-Gal4,M,18414.5,0.67,,
XVIII,81,21,fru-M-000022,1604,FruMARCM-M000722_seg002,fru-Gal4,M,19784.59,0.73,,
XVIII,81,21,fru-M-300076,1611,FruMARCM-M000726_seg002,fru-Gal4,M,17876.27,0.69,,
XVIII,81,21,fru-M-200086,1620,FruMARCM-M000741_seg002,fru-Gal4,M,17686.76,0.62,,
XVIII,81,21,fru-M-200092,1626,FruMARCM-M000747_seg001,fru-Gal4,M,19344.77,0.73,,
XVIII,81,21,fru-M-300088,1678,FruMARCM-M000834_seg001,fru-Gal4,M,19759.13,0.71,,
XVIII,81,21,fru-M-100025,1771,FruMARCM-M000288_seg002,fru-Gal4,M,17836.45,0.69,,
XVIII,81,21,fru-M-500037,1960,FruMARCM-M000600_seg003,fru-Gal4,M,17685.67,0.7,,
XVIII,81,21,fru-M-200010,2329,FruMARCM-M000016_seg002,fru-Gal4,M,19692.52,0.73,,
XVIII,81,21,fru-M-300007,2360,FruMARCM-M000053_seg001,fru-Gal4,M,19721.66,0.76,,
XVIII,81,21,fru-F-200025,9791,FruMARCM-F000310_seg001,fru-Gal4,F,17867.24,0.71,,
XVIII,165,22,Trh-M-500167,2556,TPHMARCM-M001533_seg001,Trh-Gal4,M,41582.08,1,,
XVIII,165,22,fru-M-700072,997,FruMARCM-M001178_seg001,fru-Gal4,M,25266.43,0.66,,
XVIII,165,22,fru-M-600043,1003,FruMARCM-M001184_seg002,fru-Gal4,M,27702.56,0.7,,
XVIII,165,22,fru-M-100118,1126,FruMARCM-M001322_seg001,fru-Gal4,M,27295.66,0.68,,
XVIII,165,22,fru-M-000069,1192,FruMARCM-M001372_seg001,fru-Gal4,M,28533.9,0.69,,
XVIII,165,22,fru-M-800053,1228,FruMARCM-M001411_seg001,fru-Gal4,M,27644.58,0.69,,
XVIII,165,22,fru-M-500061,1367,FruMARCM-M000877_seg001,fru-Gal4,M,27478.9,0.68,,
XVIII,165,22,fru-M-700063,1397,FruMARCM-M000898_seg001,fru-Gal4,M,27189.54,0.68,,
XVIII,165,22,fru-M-200078,1598,FruMARCM-M000693_seg001,fru-Gal4,M,22629.22,0.59,,
XVIII,165,22,Trh-M-000137,1729,TPHMARCM-M001805_seg001,Trh-Gal4,M,26105.58,0.65,,
XVIII,165,22,Trh-M-000147,1739,TPHMARCM-M001816_seg001,Trh-Gal4,M,26303.66,0.67,,
XVIII,165,22,Trh-M-000155,1746,TPHMARCM-M001841_seg001,Trh-Gal4,M,27278.43,0.67,,
XVIII,165,22,fru-M-100027,1773,FruMARCM-M000290_seg001,fru-Gal4,M,24072.11,0.63,,
XVIII,165,22,fru-M-200044,1782,FruMARCM-M000301_seg001,fru-Gal4,M,23906.05,0.61,,
XVIII,165,22,fru-M-200045,1783,FruMARCM-M000302_seg001,fru-Gal4,M,28854.49,0.7,,
XVIII,165,22,fru-M-300065,1923,FruMARCM-M000518_seg001,fru-Gal4,M,27372.98,0.66,,
XVIII,165,22,Trh-M-300065,1983,TPHMARCM-0688M_seg001,Trh-Gal4,M,27053.58,0.68,,
XVIII,165,22,Trh-M-600036,1988,TPHMARCM-0772M_seg001,Trh-Gal4,M,27900.54,0.7,,
XVIII,165,22,Trh-M-600110,2002,TPHMARCM-M001699_seg001,Trh-Gal4,M,26648.49,0.64,,
XVIII,165,22,Trh-M-600080,2041,TPHMARCM-M001551_seg001,Trh-Gal4,M,24847.66,0.64,,
XVIII,165,22,Trh-M-900044,2054,TPHMARCM-M001559_seg001,Trh-Gal4,M,27436.28,0.68,,
XVIII,165,22,Trh-M-900049,2060,TPHMARCM-M001565_seg001,Trh-Gal4,M,26028.34,0.67,,
XVIII,165,22,Trh-M-500196,2125,TPHMARCM-M001618_seg001,Trh-Gal4,M,28222.91,0.65,,
XVIII,165,22,Trh-M-500197,2209,TPHMARCM-M001700_seg001,Trh-Gal4,M,28208.41,0.7,,
XVIII,165,22,Trh-M-000065,2212,TPHMARCM-M001703_seg001,Trh-Gal4,M,26452.01,0.66,,
XVIII,165,22,Trh-M-000073,2242,TPHMARCM-M001729_seg001,Trh-Gal4,M,27922.21,0.69,,
XVIII,165,22,Trh-M-000074,2243,TPHMARCM-M001730_seg001,Trh-Gal4,M,28329.71,0.7,,
XVIII,165,22,Trh-M-000078,2248,TPHMARCM-M001735_seg001,Trh-Gal4,M,27407.48,0.66,,
XVIII,165,22,Trh-M-000079,2249,TPHMARCM-M001736_seg001,Trh-Gal4,M,28211.63,0.71,,
XVIII,165,22,Trh-M-000083,2254,TPHMARCM-M001741_seg001,Trh-Gal4,M,17914.43,0.5,,
XVIII,165,22,Trh-M-000084,2255,TPHMARCM-M001742_seg001,Trh-Gal4,M,27310.2,0.67,,
XVIII,165,22,Trh-M-000113,2299,TPHMARCM-M001781_seg001,Trh-Gal4,M,28311.06,0.7,,
XVIII,165,22,Trh-M-000117,2303,TPHMARCM-M001785_seg001,Trh-Gal4,M,25771.6,0.63,,
XVIII,165,22,Trh-M-000121,2307,TPHMARCM-M001789_seg001,Trh-Gal4,M,28347.47,0.69,,
XVIII,165,22,Trh-M-000127,2313,TPHMARCM-M001795_seg001,Trh-Gal4,M,28249.63,0.68,,
XVIII,165,22,Trh-M-000026,2652,TPHMARCM-M001421_seg001,Trh-Gal4,M,27858.61,0.69,,
XVIII,165,22,Trh-M-100081,2666,TPHMARCM-M001430_seg001,Trh-Gal4,M,27764.25,0.68,,
XVIII,165,22,Trh-M-100082,2667,TPHMARCM-M001431_seg001,Trh-Gal4,M,29541.51,0.71,,
XVIII,165,22,Trh-M-100083,2668,TPHMARCM-M001432_seg001,Trh-Gal4,M,28242.38,0.69,,
XVIII,165,22,Trh-M-000033,2671,TPHMARCM-M001437_seg001,Trh-Gal4,M,27286.94,0.68,,
XVIII,165,22,Trh-M-500107,2695,TPHMARCM-M001462_seg001,Trh-Gal4,M,29196.5,0.7,,
XVIII,165,22,Trh-M-600075,2728,TPHMARCM-M001492_seg001,Trh-Gal4,M,28398.09,0.71,,
XVIII,165,22,Trh-M-500143,2740,TPHMARCM-M001506_seg001,Trh-Gal4,M,28101.42,0.67,,
XVIII,165,22,Trh-M-500088,2767,TPHMARCM-1114M_seg1,Trh-Gal4,M,29103.23,0.67,,
XVIII,165,22,Trh-M-700053,2803,TPHMARCM-1031M_seg1,Trh-Gal4,M,27117.76,0.69,,
XVIII,165,22,Trh-M-700061,2813,TPHMARCM-1042M_seg1,Trh-Gal4,M,27289.31,0.64,,
XVIII,165,22,Trh-M-400057,2816,TPHMARCM-1045M_seg1,Trh-Gal4,M,26304.17,0.65,,
XVIII,165,22,Trh-M-400058,2818,TPHMARCM-1047M_seg1,Trh-Gal4,M,27185.37,0.66,,
XVIII,165,22,Trh-M-400059,2822,TPHMARCM-1051M_seg1,Trh-Gal4,M,28582.55,0.71,,
XVIII,165,22,Trh-M-100053,2921,TPHMARCM-856M_seg1,Trh-Gal4,M,27061.69,0.67,,
XVIII,165,22,Trh-M-200040,2930,TPHMARCM-865M_seg1,Trh-Gal4,M,26835.89,0.65,,
XVIII,165,22,Trh-M-900008,2936,TPHMARCM-871M_seg1,Trh-Gal4,M,27493.04,0.66,,
XVIII,165,22,Trh-M-900009,2937,TPHMARCM-877M_seg1,Trh-Gal4,M,25553.25,0.62,,
XVIII,165,22,Trh-M-900018,2955,TPHMARCM-896M_seg1,Trh-Gal4,M,27320.22,0.67,,
XVIII,165,22,Trh-M-600053,3027,TPHMARCM-979M_seg1,Trh-Gal4,M,25866.95,0.65,,
XVIII,165,22,Trh-M-700033,3041,TPHMARCM-995M_seg1,Trh-Gal4,M,28453.44,0.7,,
XVIII,165,22,Trh-M-000002,3397,TPHMARCM-083M_seg1,Trh-Gal4,M,27432.9,0.67,,
XVIII,165,22,Trh-M-000003,3398,TPHMARCM-084M_seg1,Trh-Gal4,M,28563.37,0.71,,
XVIII,165,22,Trh-M-000007,3403,TPHMARCM-089M_seg1,Trh-Gal4,M,28877.36,0.71,,
XVIII,165,22,Trh-M-200012,3445,TPHMARCM-194M_seg1,Trh-Gal4,M,26975.38,0.68,,
XVIII,165,22,Trh-M-100032,3472,TPHMARCM-342M_seg1,Trh-Gal4,M,26369.91,0.67,,
XVIII,165,22,Trh-M-200023,3485,TPHMARCM-358M_seg1,Trh-Gal4,M,28162.59,0.7,,
XVIII,165,22,Trh-M-100047,3576,TPHMARCM-506M_seg1,Trh-Gal4,M,29510.62,0.69,,
XVIII,165,22,Trh-M-000021,3579,TPHMARCM-516M_seg1,Trh-Gal4,M,26413.88,0.64,,
XVIII,165,22,Trh-M-500034,3622,TPHMARCM-596M_seg1,Trh-Gal4,M,24147.54,0.61,,
XVIII,165,22,Trh-M-800003,3638,TPHMARCM-628M_seg1,Trh-Gal4,M,27342.55,0.69,,
XVIII,165,22,Trh-M-600033,3669,TPHMARCM-744M_seg1,Trh-Gal4,M,27678.11,0.67,,
XVIII,165,22,Trh-M-500054,3674,TPHMARCM-774M_seg1,Trh-Gal4,M,28304.26,0.68,,
XVIII,165,22,Trh-M-200036,3699,TPHMARCM-850M_seg1,Trh-Gal4,M,26211.09,0.68,,
XVIII,165,22,fru-F-300022,9783,FruMARCM-F000304_seg001,fru-Gal4,F,19631.52,0.57,,
XVIII,165,22,Trh-F-000084,10062,TPHMARCM-F001846_seg001,Trh-Gal4,F,25607.69,0.61,,
XVIII,165,22,Trh-F-100029,13838,TPHMARCM-076F_seg1,Trh-Gal4,F,23678.2,0.62,,
XVIII,165,22,Trh-F-200043,13989,TPHMARCM-278F_seg1,Trh-Gal4,F,28208.92,0.69,,
XVIII,165,22,Trh-F-100051,14117,TPHMARCM-477F_seg1,Trh-Gal4,F,27764.85,0.68,,
XVIII,165,22,Trh-F-500072,14235,TPHMARCM-687F_seg1,Trh-Gal4,F,27050.52,0.64,,
XVIII,885,22,Trh-F-200059,14022,TPHMARCM-309F_seg1,Trh-Gal4,F,29520.88,1,,
XVIII,885,22,Trh-M-000156,936,TPHMARCM-M001842_seg001,Trh-Gal4,M,20112.93,0.67,,
XVIII,885,22,Trh-M-000158,938,TPHMARCM-M001843_seg001,Trh-Gal4,M,19897.74,0.68,,
XVIII,885,22,Trh-M-000159,939,TPHMARCM-M001844_seg001,Trh-Gal4,M,19269.58,0.64,,
XVIII,885,22,fru-M-600047,1051,FruMARCM-M001231_seg001,fru-Gal4,M,16598.73,0.57,,
XVIII,885,22,Trh-M-000087,2259,TPHMARCM-M001746_seg001,Trh-Gal4,M,17907.88,0.6,,
XVIII,885,22,Trh-M-000109,2295,TPHMARCM-M001777_seg001,Trh-Gal4,M,16526.46,0.55,,
XVIII,885,22,fru-F-000124,3751,FruMARCM-F002342_seg001,fru-Gal4,F,21085.1,0.69,,
XVIII,885,22,fru-F-000142,3824,FruMARCM-F002635_seg001,fru-Gal4,F,20648.24,0.68,,
XVIII,885,22,fru-F-200077,6218,FruMARCM-F001141_seg001,fru-Gal4,F,19301.01,0.67,,
XVIII,885,22,fru-F-200081,6245,FruMARCM-F001256_seg001,fru-Gal4,F,20246.06,0.7,,
XVIII,885,22,fru-F-000047,6275,FruMARCM-F001306_seg001,fru-Gal4,F,19936.97,0.68,,
XVIII,885,22,fru-F-000052,6291,FruMARCM-F001387_seg001,fru-Gal4,F,19116.19,0.66,,
XVIII,885,22,fru-F-000066,6387,FruMARCM-F001524_seg001,fru-Gal4,F,16742.85,0.59,,
XVIII,885,22,fru-F-600053,7308,FruMARCM-F000948_seg001,fru-Gal4,F,18405.81,0.65,,
XVIII,885,22,fru-F-300049,7892,FruMARCM-F000823_seg001,fru-Gal4,F,19033.36,0.62,,
XVIII,885,22,Gad1-F-600038,11360,GadMARCM-F000318_seg001,Gad1-Gal4,F,18540.25,0.66,,
XVIII,885,22,Trh-F-100073,12493,TPHMARCM-1279F_seg1,Trh-Gal4,F,19457.86,0.68,,
XVIII,885,22,Trh-F-200132,12572,TPHMARCM-F001371_seg001,Trh-Gal4,F,18516.43,0.65,,
XVIII,885,22,Trh-F-000050,12592,TPHMARCM-F001388_seg001,Trh-Gal4,F,18274.82,0.65,,
XVIII,885,22,Trh-F-000054,12596,TPHMARCM-F001392_seg001,Trh-Gal4,F,20619.22,0.68,,
XVIII,885,22,Trh-F-100089,12603,TPHMARCM-F001398_seg001,Trh-Gal4,F,18557.75,0.67,,
XVIII,885,22,Trh-F-000058,12612,TPHMARCM-F001435_seg001,Trh-Gal4,F,21131.63,0.68,,
XVIII,885,22,VGlut-F-500314,12742,DVGlutMARCM-F2003-montag_seg1,VGlut-Gal4,F,20072.95,0.65,,
XVIII,885,22,Trh-F-300111,13303,TPHMARCM-785F_seg1,Trh-Gal4,F,19249.34,0.64,,
XVIII,885,22,Trh-F-100022,13815,TPHMARCM-034F_seg1,Trh-Gal4,F,21033.89,0.7,,
XVIII,885,22,Trh-F-100033,13911,TPHMARCM-179F_seg1,Trh-Gal4,F,20447.33,0.7,,
XVIII,885,22,Trh-F-200017,13938,TPHMARCM-230F_seg1,Trh-Gal4,F,19354.17,0.65,,
XVIII,885,22,Trh-F-000023,13946,TPHMARCM-238F_seg1,Trh-Gal4,F,19883.67,0.67,,
XVIII,885,22,Trh-F-200027,13955,TPHMARCM-246F_seg1,Trh-Gal4,F,19553.11,0.65,,
XVIII,885,22,Trh-F-300022,13976,TPHMARCM-266F_seg1,Trh-Gal4,F,19821.01,0.66,,
XVIII,885,22,Trh-F-300051,14078,TPHMARCM-427F_seg1,Trh-Gal4,F,19636.95,0.67,,
XVIII,885,22,Trh-F-300085,14173,TPHMARCM-610F_seg2,Trh-Gal4,F,20250.95,0.67,,
XVIII,885,22,Trh-F-400065,14206,TPHMARCM-647F_seg1,Trh-Gal4,F,19833.84,0.67,,
XVIII,885,22,Trh-F-200082,14211,TPHMARCM-651F_seg1,Trh-Gal4,F,19616.23,0.66,,
XVIII,573,23,VGlut-F-000523,8885,DvGlutMARCM-F003467_seg001,VGlut-Gal4,F,50237.89,1,,
XVIII,573,23,fru-F-000105,4655,FruMARCM-F001819_seg001,fru-Gal4,F,35616.16,0.69,,
XVIII,573,23,VGlut-F-100390,5721,DvGlutMARCM-F004428_seg001,VGlut-Gal4,F,34613.72,0.68,,
XVIII,573,23,VGlut-F-000607,7425,DvGlutMARCM-F003880_seg001,VGlut-Gal4,F,34588.33,0.68,,
XVIII,573,23,fru-F-600045,7777,FruMARCM-F000673_seg001,fru-Gal4,F,34672.28,0.67,,
XVIII,573,23,VGlut-F-400758,8659,DvGlutMARCM-F003707_seg001,VGlut-Gal4,F,35973.48,0.71,,
XVIII,573,23,VGlut-F-600627,9155,DvGlutMARCM-F003440_seg002,VGlut-Gal4,F,35569.1,0.69,,
XVIII,573,23,VGlut-F-700071,12072,DvGlutMARCM-F002582_seg001,VGlut-Gal4,F,35757.28,0.69,,
XVIII,573,23,VGlut-F-700032,12764,DvGlutMARCM-F1818_seg1,VGlut-Gal4,F,33289.24,0.65,,
XVIII,573,23,VGlut-F-000265,14344,DvGlutMARCM-F1028_seg1,VGlut-Gal4,F,34038.35,0.69,,
XVIII,573,23,VGlut-F-400128,15514,DvGlutMARCM-F662-X2_seg1,VGlut-Gal4,F,35580.85,0.69,,
XVIII,573,23,VGlut-F-400044,15847,DvGlutMARCM-F254_seg1,VGlut-Gal4,F,36269.39,0.69,,
XVIII,578,24,VGlut-F-500688,8951,DvGlutMARCM-F003515_seg001,VGlut-Gal4,F,49520.37,1,,
XVIII,578,24,fru-M-200271,92,FruMARCM-M002291_seg001,fru-Gal4,M,38390.8,0.77,,
XVIII,578,24,fru-M-900058,112,FruMARCM-M002309_seg002,fru-Gal4,M,38443.16,0.77,,
XVIII,578,24,fru-M-700181,283,FruMARCM-M002509_seg001,fru-Gal4,M,38750,0.77,,
XVIII,578,24,fru-M-200304,297,FruMARCM-M002525_seg001,fru-Gal4,M,38039.67,0.76,,
XVIII,578,24,fru-M-200314,317,FruMARCM-M002539_seg003,fru-Gal4,M,28574.9,0.58,,
XVIII,578,24,fru-M-000087,556,FruMARCM-M001728_seg002,fru-Gal4,M,37676,0.76,,
XVIII,578,24,fru-M-100173,702,FruMARCM-M001904_seg001,fru-Gal4,M,38184.16,0.77,,
XVIII,578,24,fru-M-200101,1480,FruMARCM-M001037_seg001,fru-Gal4,M,37760.24,0.77,,
XVIII,578,24,fru-M-100082,1520,FruMARCM-M001064_seg003,fru-Gal4,M,37229.19,0.76,,
XVIII,578,24,fru-M-800003,2375,FruMARCM-M000105_seg002,fru-Gal4,M,38609.09,0.78,,
XVIII,578,24,fru-M-800011,2481,FruMARCM-M000236_seg001,fru-Gal4,M,38264.33,0.78,,
XVIII,578,24,fru-F-000118,3723,FruMARCM-F002221_seg001,fru-Gal4,F,39630.36,0.79,,
XVIII,578,24,Gad1-F-000087,4095,GadMARCM-F000685_seg001,Gad1-Gal4,F,30219.83,0.54,,
XVIII,578,24,fru-F-000110,4773,FruMARCM-F002091_seg001,fru-Gal4,F,39459.04,0.78,,
XVIII,578,24,fru-F-000069,6400,FruMARCM-F001535_seg001,fru-Gal4,F,39137.8,0.79,,
XVIII,578,24,VGlut-F-600780,6452,DvGlutMARCM-F004236_seg001,VGlut-Gal4,F,37915.31,0.77,,
XVIII,578,24,VGlut-F-500739,6712,DvGlutMARCM-F003924_seg001,VGlut-Gal4,F,38077.88,0.77,,
XVIII,578,24,VGlut-F-000636,6950,DvGlutMARCM-F004104_seg001,VGlut-Gal4,F,37118.37,0.76,,
XVIII,578,24,VGlut-F-000498,9275,DvGlutMARCM-F003330_seg001,VGlut-Gal4,F,39366.33,0.79,,
XVIII,578,24,VGlut-F-500592,9357,DvGlutMARCM-F003189_seg001,VGlut-Gal4,F,38236.64,0.78,,
XVIII,578,24,VGlut-F-500489,11016,DvGlutMARCM-F002899_seg001,VGlut-Gal4,F,37843.11,0.77,,
XVIII,578,24,VGlut-F-000427,12943,DvGlutMARCM-F1977_seg2,VGlut-Gal4,F,38049.29,0.77,,
XVIII,578,24,VGlut-F-000198,14564,DvGlutMARCM-F828_seg1,VGlut-Gal4,F,38601.95,0.78,,
XVIII,578,24,VGlut-F-100108,14782,DvGlutMARCM-F1129_seg1,VGlut-Gal4,F,38897.53,0.78,,
XVIII,578,24,VGlut-F-100131,14912,DvGlutMARCM-F1255_seg1,VGlut-Gal4,F,33500.04,0.72,,
XVIII,578,24,VGlut-F-100151,15072,DvGlutMARCM-F1410_seg1,VGlut-Gal4,F,37365.78,0.76,,
XVIII,578,24,VGlut-F-000400,15389,DvGlutMARCM-F1747_seg1,VGlut-Gal4,F,37725.27,0.77,,
XVIII,578,24,VGlut-F-500003,15597,DvGlutMARCM-F013_seg1,VGlut-Gal4,F,38042.28,0.77,,
XVIII,578,24,VGlut-F-200030,15639,DvGlutMARCM-F053_seg1,VGlut-Gal4,F,39071.68,0.77,,
XVIII,578,24,VGlut-F-000029,15789,DvGlutMARCM-F200_seg1,VGlut-Gal4,F,37014.03,0.76,,
XVIII,578,24,VGlut-F-300042,15918,DvGlutMARCM-F313_seg1,VGlut-Gal4,F,37363.88,0.76,,
XVIII,578,24,VGlut-F-100036,16043,DvGlutMARCM-F434_seg1,VGlut-Gal4,F,39733.32,0.79,,
XVIII,578,24,VGlut-F-000131,16142,DvGlutMARCM-F525_seg1,VGlut-Gal4,F,37131.19,0.76,,
XVIII,578,24,VGlut-F-000132,16143,DvGlutMARCM-F526_seg1,VGlut-Gal4,F,38333.37,0.77,,
XVIII,578,24,VGlut-F-000147,16167,DvGlutMARCM-F548_seg2,VGlut-Gal4,F,36071.15,0.73,,
XVIII,856,24,TH-F-200079,13538,THMARCM-425F_seg1,TH-Gal4,F,101705.82,1,,
XVIII,856,24,TH-M-200088,3297,THMARCM-508M_seg1,TH-Gal4,M,74341.83,0.73,,
XVIII,856,24,TH-F-200038,13482,THMARCM-335F_seg1,TH-Gal4,F,75001.45,0.74,,
XVIII,856,24,TH-F-200062,13511,THMARCM-386F_seg1,TH-Gal4,F,75932.58,0.7,,
XVIII,856,24,TH-F-300051,13525,THMARCM-406F_seg1,TH-Gal4,F,73103.13,0.72,,
XVIII,856,24,TH-F-300074,13582,THMARCM-511F_seg1,TH-Gal4,F,69309.13,0.67,,
XVIII,1025,24,VGlut-F-000057,15977,DvGlutMARCM-F368_seg1,VGlut-Gal4,F,44053.54,1,,
XVIII,1025,24,Cha-F-200368,4399,ChaMARCM-F001449_seg001,Cha-Gal4,F,31513.13,0.71,,
XVIII,1025,24,Cha-F-400094,7252,ChaMARCM-F000423_seg002,Cha-Gal4,F,28475.5,0.63,,
XVIII,1025,24,VGlut-F-000532,8726,DvGlutMARCM-F003558_seg001,VGlut-Gal4,F,31099.36,0.71,,
XVIII,1025,24,VGlut-F-100290,9044,DvGlutMARCM-F003367_seg001,VGlut-Gal4,F,18522.97,0.54,,
XVIII,1025,24,VGlut-F-100214,12739,DVGlutMARCM-F-1999_seg1,VGlut-Gal4,F,20279.51,0.57,,
XVIII,1025,24,VGlut-F-000270,14353,DvGlutMARCM-F1037_seg1,VGlut-Gal4,F,32253.1,0.73,,
XVIII,1025,24,VGlut-F-000145,16165,DvGlutMARCM-F547_seg1,VGlut-Gal4,F,31633.4,0.72,,
XVIII,1025,24,VGlut-F-000170,16198,DvGlutMARCM-F579_seg1,VGlut-Gal4,F,31903.52,0.69,,
XVIII,825,25,VGlut-F-200355,12972,DvGlutMARCM-F2007_seg2,VGlut-Gal4,F,57527,1,,
XVIII,825,25,fru-M-200270,91,FruMARCM-M002290_seg001,fru-Gal4,M,43423.46,0.77,,
XVIII,825,25,fru-M-200288,162,FruMARCM-M002382_seg003,fru-Gal4,M,42460.63,0.74,,
XVIII,825,25,fru-M-700172,203,FruMARCM-M002418_seg001,fru-Gal4,M,42262.06,0.73,,
XVIII,825,25,fru-M-300222,709,FruMARCM-M001912_seg001,fru-Gal4,M,34453.59,0.58,,
XVIII,825,25,fru-M-600092,885,FruMARCM-M002148_seg002,fru-Gal4,M,42112.76,0.71,,
XVIII,825,25,fru-M-500082,1405,FruMARCM-M000904_seg001,fru-Gal4,M,39555.21,0.6,,
XVIII,825,25,fru-M-100024,1770,FruMARCM-M000288_seg001,fru-Gal4,M,41434.73,0.75,,
XVIII,825,25,Cha-F-000298,4190,ChaMARCM-F001292_seg001,Cha-Gal4,F,36430.5,0.71,,
XVIII,825,25,fru-F-100053,4508,FruMARCM-F001618_seg001,fru-Gal4,F,41593.34,0.73,,
XVIII,825,25,fru-F-500213,4600,FruMARCM-F001719_seg001,fru-Gal4,F,43580.8,0.77,,
XVIII,825,25,Cha-F-600160,5122,ChaMARCM-F001177_seg002,Cha-Gal4,F,30283.55,0.57,,
XVIII,825,25,Cha-F-300159,7138,ChaMARCM-F000605_seg001,Cha-Gal4,F,36787.59,0.59,,
XVIII,825,25,Gad1-F-500086,9703,GadMARCM-F000547_seg001,Gad1-Gal4,F,43786.86,0.76,,
XVIII,825,25,fru-F-100027,10024,FruMARCM-F000608_seg002,fru-Gal4,F,42302.21,0.77,,
XVIII,825,25,fru-F-600000,11450,FruMARCM-F000067_seg001,fru-Gal4,F,32070.95,0.53,,
XVIII,825,25,VGlut-F-000453,11796,DvGlutMARCM-F002361_seg001,VGlut-Gal4,F,42322.59,0.76,,
XVIII,825,25,VGlut-F-000465,11933,DvGlutMARCM-F002468_seg001,VGlut-Gal4,F,43152.23,0.77,,
XVIII,825,25,VGlut-F-400325,14805,DvGlutMARCM-F1152_seg1,VGlut-Gal4,F,43483.25,0.75,,
XVIII,825,25,VGlut-F-000354,15052,DvGlutMARCM-F1391_seg1,VGlut-Gal4,F,42775.56,0.76,,
XVIII,825,25,VGlut-F-200275,15071,DvGlutMARCM-F1409_seg1,VGlut-Gal4,F,42869.02,0.74,,
XVIII,825,25,VGlut-F-200133,15524,DvGlutMARCM-F671_seg1,VGlut-Gal4,F,43662.38,0.76,,
X,90,26,fru-M-200156,1065,FruMARCM-M001241_seg002,fru-Gal4,M,53062.42,1,,
